x,y,layer1,layer2,voltage1,voltage2,current
5699.87,4071.78,INNER_1,INNER_2,25.0511,25.0511,-0.0182933
5699.87,4071.78,INNER_2,BOTTOM_LAYER,25.0511,25.0511,-0.0182933
5699.87,4189.89,TOP_LAYER,INNER_1,25.0512,25.0512,-0.00126528
5699.87,4189.89,INNER_1,INNER_2,25.0512,25.0512,-0.00126528
5699.87,4189.89,INNER_2,BOTTOM_LAYER,25.0512,25.0512,-0.00126528
5699.87,4308,TOP_LAYER,INNER_1,25.0511,25.0511,0.00790958
5699.87,4308,INNER_1,INNER_2,25.0511,25.0511,0.00790958
5699.87,4308,INNER_2,BOTTOM_LAYER,25.0511,25.0511,0.00790958
5699.87,4426.11,TOP_LAYER,INNER_1,25.0509,25.0509,0.00255288
5699.87,4426.11,INNER_1,INNER_2,25.0509,25.0509,0.00255288
5699.87,4426.11,INNER_2,BOTTOM_LAYER,25.0509,25.0509,0.00255288
5719.56,1323.75,TOP_LAYER,INNER_1,0.0144286,0.0144275,0.0187091
5719.56,1323.75,INNER_1,INNER_2,0.0144275,0.0144197,0.025334
5719.56,1323.75,INNER_2,BOTTOM_LAYER,0.0144197,0.0144203,-0.0107961
5719.56,1441.86,TOP_LAYER,INNER_1,0.0144031,0.0144025,0.011606
5719.56,1441.86,INNER_1,INNER_2,0.0144025,0.014398,0.0144348
5719.56,1441.86,INNER_2,BOTTOM_LAYER,0.014398,0.0143976,0.00710851
5729.4,469.418,TOP_LAYER,INNER_1,0.0145851,0.0145854,-0.00509419
5729.4,469.418,INNER_1,INNER_2,0.0145854,0.014586,-0.00213546
5729.4,469.418,INNER_2,BOTTOM_LAYER,0.014586,0.0145863,-0.00509718
5729.4,823.748,TOP_LAYER,INNER_1,0.0145168,0.0145164,0.00731385
5729.4,823.748,INNER_1,INNER_2,0.0145164,0.0145143,0.00676162
5729.4,823.748,INNER_2,BOTTOM_LAYER,0.0145143,0.0145125,0.0331087
5729.4,1059.97,TOP_LAYER,INNER_1,0.0144749,0.0144748,0.0011477
5729.4,1059.97,INNER_1,INNER_2,0.0144748,0.0144749,-0.000260406
5729.4,1059.97,INNER_2,BOTTOM_LAYER,0.0144749,0.0144744,0.00806872
5729.4,4012.72,TOP_LAYER,INNER_1,25.0509,25.0509,0.0210363
5729.4,4012.72,INNER_1,INNER_2,25.0509,25.0509,0.0210363
5729.4,4012.72,INNER_2,BOTTOM_LAYER,25.0509,25.0509,0.0210363
5729.4,4130.83,TOP_LAYER,INNER_1,25.0512,25.0512,-0.0386778
5729.4,4130.83,INNER_1,INNER_2,25.0512,25.0512,-0.0386778
5729.4,4130.83,INNER_2,BOTTOM_LAYER,25.0512,25.0512,-0.0386778
5729.4,4248.94,TOP_LAYER,INNER_1,25.0513,25.0513,0.0173761
5729.4,4248.94,INNER_1,INNER_2,25.0513,25.0513,0.0173761
5729.4,4248.94,INNER_2,BOTTOM_LAYER,25.0513,25.0513,0.0173761
5729.4,4367.05,TOP_LAYER,INNER_1,25.051,25.051,0.010054
5729.4,4367.05,INNER_1,INNER_2,25.051,25.051,0.010054
5729.4,4367.05,INNER_2,BOTTOM_LAYER,25.051,25.051,0.010054
5729.4,4485.16,TOP_LAYER,INNER_1,25.0508,25.0508,0.00280183
5729.4,4485.16,INNER_1,INNER_2,25.0508,25.0508,0.00280183
5729.4,4485.16,INNER_2,BOTTOM_LAYER,25.0508,25.0508,0.00280183
5743.53,1587.43,TOP_LAYER,INNER_1,4.98783,4.98783,0.0373337
5743.53,1587.43,INNER_1,INNER_2,4.98783,4.98782,0.0373337
5743.53,1587.43,INNER_2,BOTTOM_LAYER,4.98782,4.98782,0.0373337
5743.53,1705.54,TOP_LAYER,INNER_1,4.98807,4.98807,0.0658093
5743.53,1705.54,INNER_1,INNER_2,4.98807,4.98805,0.0658093
5743.53,1705.54,INNER_2,BOTTOM_LAYER,4.98805,4.98804,0.0658093
5743.53,1823.65,TOP_LAYER,INNER_1,4.98832,4.98832,0.04551
5743.53,1823.65,INNER_1,INNER_2,4.98832,4.98831,0.04551
5743.53,1823.65,INNER_2,BOTTOM_LAYER,4.98831,4.98831,0.04551
5743.53,1941.76,TOP_LAYER,INNER_1,4.98851,4.9885,0.0291226
5743.53,1941.76,INNER_1,INNER_2,4.9885,4.9885,0.0291226
5743.53,1941.76,INNER_2,BOTTOM_LAYER,4.9885,4.9885,0.0291226
5743.53,2059.87,TOP_LAYER,INNER_1,4.9886,4.9886,0.0190222
5743.53,2059.87,INNER_1,INNER_2,4.9886,4.98859,0.0190222
5743.53,2059.87,INNER_2,BOTTOM_LAYER,4.98859,4.98859,0.0190222
5758.93,56.0321,TOP_LAYER,INNER_1,0.0146389,0.014638,0.0155438
5758.93,56.0321,INNER_1,INNER_2,0.014638,0.0146369,0.00359792
5758.93,56.0321,INNER_2,BOTTOM_LAYER,0.0146369,0.014636,0.0160461
5758.93,410.363,TOP_LAYER,INNER_1,0.0145916,0.0145916,0.000152499
5758.93,410.363,INNER_1,INNER_2,0.0145916,0.0145884,0.0103829
5758.93,410.363,INNER_2,BOTTOM_LAYER,0.0145884,0.0145882,0.00240671
5758.93,764.693,TOP_LAYER,INNER_1,0.0145328,0.0145317,0.0195705
5758.93,764.693,INNER_1,INNER_2,0.0145317,0.0145217,0.0326094
5758.93,764.693,INNER_2,BOTTOM_LAYER,0.0145217,0.0145206,0.0196293
5758.93,1000.91,TOP_LAYER,INNER_1,0.0144859,0.0144855,0.00739769
5758.93,1000.91,INNER_1,INNER_2,0.0144855,0.0144823,0.0104369
5758.93,1000.91,INNER_2,BOTTOM_LAYER,0.0144823,0.0144827,-0.00717291
5758.93,1119.02,TOP_LAYER,INNER_1,0.014469,0.0144687,0.00481048
5758.93,1119.02,INNER_1,INNER_2,0.0144687,0.0144692,-0.00159071
5758.93,1119.02,INNER_2,BOTTOM_LAYER,0.0144692,0.014469,0.00369759
5758.93,2241.07,TOP_LAYER,INNER_1,5.00009,5.00009,-0.00845849
5758.93,2241.07,INNER_1,INNER_2,5.00009,5.00009,-0.00845849
5758.93,2241.07,INNER_2,BOTTOM_LAYER,5.00009,5.00009,-0.00845849
5758.93,2359.18,TOP_LAYER,INNER_1,5.00002,5.00002,-0.0292127
5758.93,2359.18,INNER_1,INNER_2,5.00002,5.00003,-0.0292127
5758.93,2359.18,INNER_2,BOTTOM_LAYER,5.00003,5.00003,-0.0292127
5758.93,2477.29,TOP_LAYER,INNER_1,4.99992,4.99992,-0.103052
5758.93,2477.29,INNER_1,INNER_2,4.99992,4.99996,-0.103052
5758.93,2477.29,INNER_2,BOTTOM_LAYER,4.99996,4.99996,-0.103052
5758.93,4071.78,TOP_LAYER,INNER_1,25.0511,25.0511,-0.128528
5758.93,4071.78,INNER_1,INNER_2,25.0511,25.0512,-0.128528
5758.93,4071.78,INNER_2,BOTTOM_LAYER,25.0512,25.0512,-0.128528
5758.93,4189.89,TOP_LAYER,INNER_1,25.0515,25.0515,0.0137254
5758.93,4189.89,INNER_1,INNER_2,25.0515,25.0515,0.0137254
5758.93,4189.89,INNER_2,BOTTOM_LAYER,25.0515,25.0515,0.0137254
5758.93,4308,TOP_LAYER,INNER_1,25.0511,25.0511,0.0332304
5758.93,4308,INNER_1,INNER_2,25.0511,25.0511,0.0332304
5758.93,4308,INNER_2,BOTTOM_LAYER,25.0511,25.0511,0.0332304
5758.93,4426.11,TOP_LAYER,INNER_1,25.0507,25.0507,0.00696118
5758.93,4426.11,INNER_1,INNER_2,25.0507,25.0507,0.00696118
5758.93,4426.11,INNER_2,BOTTOM_LAYER,25.0507,25.0507,0.00696118
5758.93,1323.75,TOP_LAYER,INNER_1,0.0144247,0.0144236,0.0182435
5758.93,1323.75,INNER_1,INNER_2,0.0144236,0.014418,0.0181421
5758.93,1323.75,INNER_2,BOTTOM_LAYER,0.014418,0.0144185,-0.00783976
5758.93,1441.86,TOP_LAYER,INNER_1,0.0144014,0.0144007,0.0124476
5758.93,1441.86,INNER_1,INNER_2,0.0144007,0.0143978,0.00935993
5758.93,1441.86,INNER_2,BOTTOM_LAYER,0.0143978,0.0143979,-0.00139042
5773.06,1646.48,TOP_LAYER,INNER_1,4.98791,4.98791,-0.0871029
5773.06,1646.48,INNER_1,INNER_2,4.98791,4.98794,-0.0871029
5773.06,1646.48,INNER_2,BOTTOM_LAYER,4.98794,4.98794,-0.0871029
5773.06,1764.59,TOP_LAYER,INNER_1,4.98818,4.98818,-0.0752094
5773.06,1764.59,INNER_1,INNER_2,4.98818,4.9882,-0.0752094
5773.06,1764.59,INNER_2,BOTTOM_LAYER,4.9882,4.98821,-0.0752094
5773.06,1882.7,TOP_LAYER,INNER_1,4.9884,4.9884,0.041927
5773.06,1882.7,INNER_1,INNER_2,4.9884,4.98839,0.041927
5773.06,1882.7,INNER_2,BOTTOM_LAYER,4.98839,4.98839,0.041927
5773.06,2000.81,TOP_LAYER,INNER_1,4.98857,4.98856,0.0389765
5773.06,2000.81,INNER_1,INNER_2,4.98856,4.98855,0.0389765
5773.06,2000.81,INNER_2,BOTTOM_LAYER,4.98855,4.98855,0.0389765
5773.06,2118.92,TOP_LAYER,INNER_1,4.98862,4.98862,0.0183767
5773.06,2118.92,INNER_1,INNER_2,4.98862,4.98862,0.0183767
5773.06,2118.92,INNER_2,BOTTOM_LAYER,4.98862,4.98862,0.0183767
5788.45,469.418,TOP_LAYER,INNER_1,0.0145801,0.01458,0.00142781
5788.45,469.418,INNER_1,INNER_2,0.01458,0.0145809,-0.00287599
5788.45,469.418,INNER_2,BOTTOM_LAYER,0.0145809,0.0145808,0.00220059
5788.45,941.859,TOP_LAYER,INNER_1,0.0144849,0.0144844,0.00737655
5788.45,941.859,INNER_1,INNER_2,0.0144844,0.0144813,0.0101451
5788.45,941.859,INNER_2,BOTTOM_LAYER,0.0144813,0.0144817,-0.00597164
5788.45,1059.97,TOP_LAYER,INNER_1,0.01447,0.0144696,0.00741474
5788.45,1059.97,INNER_1,INNER_2,0.0144696,0.0144702,-0.00204723
5788.45,1059.97,INNER_2,BOTTOM_LAYER,0.0144702,0.01447,0.00432783
5788.45,2300.13,TOP_LAYER,INNER_1,5.00007,5.00007,-0.0130037
5788.45,2300.13,INNER_1,INNER_2,5.00007,5.00008,-0.0130037
5788.45,2300.13,INNER_2,BOTTOM_LAYER,5.00008,5.00008,-0.0130037
5788.45,2418.24,TOP_LAYER,INNER_1,4.99999,4.99999,-0.0524056
5788.45,2418.24,INNER_1,INNER_2,4.99999,5.00001,-0.0524056
5788.45,2418.24,INNER_2,BOTTOM_LAYER,5.00001,5.00001,-0.0524056
5788.45,2536.35,TOP_LAYER,INNER_1,4.99988,4.99989,-0.164507
5788.45,2536.35,INNER_1,INNER_2,4.99989,4.99994,-0.164507
5788.45,2536.35,INNER_2,BOTTOM_LAYER,4.99994,4.99995,-0.164507
5788.45,4130.83,TOP_LAYER,INNER_1,25.0513,25.0513,-0.100106
5788.45,4130.83,INNER_1,INNER_2,25.0513,25.0513,-0.100106
5788.45,4130.83,INNER_2,BOTTOM_LAYER,25.0513,25.0513,-0.100106
5788.45,4248.94,TOP_LAYER,INNER_1,25.0515,25.0515,0.0554403
5788.45,4248.94,INNER_1,INNER_2,25.0515,25.0515,0.0554403
5788.45,4248.94,INNER_2,BOTTOM_LAYER,25.0515,25.0515,0.0554403
5788.45,4367.05,TOP_LAYER,INNER_1,25.051,25.051,0.018893
5788.45,4367.05,INNER_1,INNER_2,25.051,25.051,0.018893
5788.45,4367.05,INNER_2,BOTTOM_LAYER,25.051,25.051,0.018893
5788.45,4485.16,TOP_LAYER,INNER_1,25.0506,25.0506,0.00451366
5788.45,4485.16,INNER_1,INNER_2,25.0506,25.0506,0.00451366
5788.45,4485.16,INNER_2,BOTTOM_LAYER,25.0506,25.0506,0.00451366
5798.3,1323.75,TOP_LAYER,INNER_1,0.0144212,0.0144196,0.028955
5798.3,1323.75,INNER_1,INNER_2,0.0144196,0.0144155,0.0131754
5798.3,1323.75,INNER_2,BOTTOM_LAYER,0.0144155,0.0144178,-0.0403063
5798.3,1441.86,TOP_LAYER,INNER_1,0.0143998,0.0143982,0.027971
5798.3,1441.86,INNER_1,INNER_2,0.0143982,0.0143957,0.00820415
5798.3,1441.86,INNER_2,BOTTOM_LAYER,0.0143957,0.0143967,-0.0170949
5802.59,1587.43,TOP_LAYER,INNER_1,4.98777,4.98777,0.0369218
5802.59,1587.43,INNER_1,INNER_2,4.98777,4.98776,0.0369218
5802.59,1587.43,INNER_2,BOTTOM_LAYER,4.98776,4.98776,0.0369218
5802.59,1823.65,TOP_LAYER,INNER_1,4.98834,4.98834,0.0621793
5802.59,1823.65,INNER_1,INNER_2,4.98834,4.98832,0.0621793
5802.59,1823.65,INNER_2,BOTTOM_LAYER,4.98832,4.98832,0.0621793
5802.59,1941.76,TOP_LAYER,INNER_1,4.98856,4.98855,0.0766734
5802.59,1941.76,INNER_1,INNER_2,4.98855,4.98853,0.0766734
5802.59,1941.76,INNER_2,BOTTOM_LAYER,4.98853,4.98852,0.0766734
5802.59,2059.87,TOP_LAYER,INNER_1,4.98864,4.98863,0.0422211
5802.59,2059.87,INNER_1,INNER_2,4.98863,4.98862,0.0422211
5802.59,2059.87,INNER_2,BOTTOM_LAYER,4.98862,4.98862,0.0422211
5817.98,56.0321,TOP_LAYER,INNER_1,0.0146216,0.014621,0.0121818
5817.98,56.0321,INNER_1,INNER_2,0.014621,0.0146223,-0.00442419
5817.98,56.0321,INNER_2,BOTTOM_LAYER,0.0146223,0.0146218,0.00960353
5817.98,292.253,TOP_LAYER,INNER_1,0.0145908,0.0145901,0.0127292
5817.98,292.253,INNER_1,INNER_2,0.0145901,0.0145853,0.0154789
5817.98,292.253,INNER_2,BOTTOM_LAYER,0.0145853,0.0145876,-0.0405838
5817.98,410.363,TOP_LAYER,INNER_1,0.0145807,0.0145804,0.00545476
5817.98,410.363,INNER_1,INNER_2,0.0145804,0.0145779,0.00823248
5817.98,410.363,INNER_2,BOTTOM_LAYER,0.0145779,0.0145776,0.00505542
5817.98,764.693,TOP_LAYER,INNER_1,0.0145212,0.01452,0.0222766
5817.98,764.693,INNER_1,INNER_2,0.01452,0.0145163,0.0119694
5817.98,764.693,INNER_2,BOTTOM_LAYER,0.0145163,0.0145136,0.047061
5817.98,882.804,TOP_LAYER,INNER_1,0.0144923,0.0144912,0.0198597
5817.98,882.804,INNER_1,INNER_2,0.0144912,0.0144838,0.0237499
5817.98,882.804,INNER_2,BOTTOM_LAYER,0.0144838,0.0144852,-0.0248825
5817.98,1000.91,TOP_LAYER,INNER_1,0.0144708,0.0144705,0.00571796
5817.98,1000.91,INNER_1,INNER_2,0.0144705,0.014469,0.00480402
5817.98,1000.91,INNER_2,BOTTOM_LAYER,0.014469,0.0144691,-0.00119304
5817.98,2241.07,TOP_LAYER,INNER_1,5.0001,5.00011,-0.00864585
5817.98,2241.07,INNER_1,INNER_2,5.00011,5.00011,-0.00864585
5817.98,2241.07,INNER_2,BOTTOM_LAYER,5.00011,5.00011,-0.00864585
5817.98,2359.18,TOP_LAYER,INNER_1,5.00002,5.00003,-0.0379781
5817.98,2359.18,INNER_1,INNER_2,5.00003,5.00004,-0.0379781
5817.98,2359.18,INNER_2,BOTTOM_LAYER,5.00004,5.00004,-0.0379781
5817.98,2477.29,TOP_LAYER,INNER_1,4.99989,4.9999,-0.161415
5817.98,2477.29,INNER_1,INNER_2,4.9999,4.99995,-0.161415
5817.98,2477.29,INNER_2,BOTTOM_LAYER,4.99995,4.99996,-0.161415
5817.98,4071.78,TOP_LAYER,INNER_1,25.0511,25.0511,-0.361336
5817.98,4071.78,INNER_1,INNER_2,25.0511,25.0513,-0.361336
5817.98,4071.78,INNER_2,BOTTOM_LAYER,25.0513,25.0513,-0.361336
5817.98,4189.89,TOP_LAYER,INNER_1,25.0518,25.0518,0.0821973
5817.98,4189.89,INNER_1,INNER_2,25.0518,25.0518,0.0821973
5817.98,4189.89,INNER_2,BOTTOM_LAYER,25.0518,25.0518,0.0821973
5817.98,4308,TOP_LAYER,INNER_1,25.0512,25.0512,0.0715059
5817.98,4308,INNER_1,INNER_2,25.0512,25.0511,0.0715059
5817.98,4308,INNER_2,BOTTOM_LAYER,25.0511,25.0511,0.0715059
5817.98,4426.11,TOP_LAYER,INNER_1,25.0506,25.0506,0.0122553
5817.98,4426.11,INNER_1,INNER_2,25.0506,25.0506,0.0122553
5817.98,4426.11,INNER_2,BOTTOM_LAYER,25.0506,25.0506,0.0122553
5832.12,1528.37,TOP_LAYER,INNER_1,4.98766,4.98766,0.0174957
5832.12,1528.37,INNER_1,INNER_2,4.98766,4.98766,0.0174957
5832.12,1528.37,INNER_2,BOTTOM_LAYER,4.98766,4.98766,0.0174957
5832.12,1764.59,TOP_LAYER,INNER_1,4.98818,4.98819,-0.0688542
5832.12,1764.59,INNER_1,INNER_2,4.98819,4.98821,-0.0688542
5832.12,1764.59,INNER_2,BOTTOM_LAYER,4.98821,4.98821,-0.0688542
5832.12,1882.7,TOP_LAYER,INNER_1,4.98842,4.98842,0.0612492
5832.12,1882.7,INNER_1,INNER_2,4.98842,4.9884,0.0612492
5832.12,1882.7,INNER_2,BOTTOM_LAYER,4.9884,4.9884,0.0612492
5832.12,2000.81,TOP_LAYER,INNER_1,4.9886,4.9886,0.0802484
5832.12,2000.81,INNER_1,INNER_2,4.9886,4.98857,0.0802484
5832.12,2000.81,INNER_2,BOTTOM_LAYER,4.98857,4.98857,0.0802484
5832.12,2118.92,TOP_LAYER,INNER_1,4.98864,4.98864,0.0280466
5832.12,2118.92,INNER_1,INNER_2,4.98864,4.98863,0.0280466
5832.12,2118.92,INNER_2,BOTTOM_LAYER,4.98863,4.98863,0.0280466
5847.51,469.418,TOP_LAYER,INNER_1,0.0145739,0.0145723,0.0280135
5847.51,469.418,INNER_1,INNER_2,0.0145723,0.0145714,0.00285578
5847.51,469.418,INNER_2,BOTTOM_LAYER,0.0145714,0.0145706,0.0151864
5847.51,941.859,TOP_LAYER,INNER_1,0.0144668,0.0144666,0.0029433
5847.51,941.859,INNER_1,INNER_2,0.0144666,0.0144659,0.00224767
5847.51,941.859,INNER_2,BOTTOM_LAYER,0.0144659,0.0144655,0.00710774
5847.51,2300.13,TOP_LAYER,INNER_1,5.0001,5.0001,-0.0162765
5847.51,2300.13,INNER_1,INNER_2,5.0001,5.00011,-0.0162765
5847.51,2300.13,INNER_2,BOTTOM_LAYER,5.00011,5.00011,-0.0162765
5847.51,2418.24,TOP_LAYER,INNER_1,4.99998,4.99998,-0.102806
5847.51,2418.24,INNER_1,INNER_2,4.99998,5.00002,-0.102806
5847.51,2418.24,INNER_2,BOTTOM_LAYER,5.00002,5.00002,-0.102806
5847.51,2536.35,TOP_LAYER,INNER_1,4.99979,4.99981,-0.405497
5847.51,2536.35,INNER_1,INNER_2,4.99981,4.99994,-0.405497
5847.51,2536.35,INNER_2,BOTTOM_LAYER,4.99994,4.99996,-0.405497
5847.51,2713.51,TOP_LAYER,INNER_1,0.0135236,0.0135277,-0.0744784
5847.51,2713.51,INNER_1,INNER_2,0.0135277,0.0135494,-0.0702638
5847.51,2713.51,INNER_2,BOTTOM_LAYER,0.0135494,0.0135494,-0.000875291
5847.51,4130.83,TOP_LAYER,INNER_1,25.0514,25.0514,-0.631867
5847.51,4130.83,INNER_1,INNER_2,25.0514,25.0516,-0.631867
5847.51,4130.83,INNER_2,BOTTOM_LAYER,25.0516,25.0516,-0.631867
5847.51,4248.94,TOP_LAYER,INNER_1,25.0524,25.0524,0.489518
5847.51,4248.94,INNER_1,INNER_2,25.0524,25.0522,0.489518
5847.51,4248.94,INNER_2,BOTTOM_LAYER,25.0522,25.0522,0.489518
5847.51,4367.05,TOP_LAYER,INNER_1,25.0508,25.0508,0.056579
5847.51,4367.05,INNER_1,INNER_2,25.0508,25.0508,0.056579
5847.51,4367.05,INNER_2,BOTTOM_LAYER,25.0508,25.0508,0.056579
5847.51,4485.16,TOP_LAYER,INNER_1,25.0502,25.0502,0.0114203
5847.51,4485.16,INNER_1,INNER_2,25.0502,25.0502,0.0114203
5847.51,4485.16,INNER_2,BOTTOM_LAYER,25.0502,25.0502,0.0114203
5861.64,1233.09,TOP_LAYER,INNER_1,4.98631,4.98633,-0.268444
5861.64,1233.09,INNER_1,INNER_2,4.98633,4.98641,-0.268444
5861.64,1233.09,INNER_2,BOTTOM_LAYER,4.98641,4.98643,-0.268444
5861.64,1469.31,TOP_LAYER,INNER_1,4.98736,4.98735,0.0942058
5861.64,1469.31,INNER_1,INNER_2,4.98735,4.98732,0.0942058
5861.64,1469.31,INNER_2,BOTTOM_LAYER,4.98732,4.98732,0.0942058
5861.64,1587.43,TOP_LAYER,INNER_1,4.98774,4.98774,0.0524368
5861.64,1587.43,INNER_1,INNER_2,4.98774,4.98772,0.0524368
5861.64,1587.43,INNER_2,BOTTOM_LAYER,4.98772,4.98772,0.0524368
5861.64,1823.65,TOP_LAYER,INNER_1,4.98837,4.98836,0.0857438
5861.64,1823.65,INNER_1,INNER_2,4.98836,4.98833,0.0857438
5861.64,1823.65,INNER_2,BOTTOM_LAYER,4.98833,4.98833,0.0857438
5861.64,1941.76,TOP_LAYER,INNER_1,4.98862,4.98861,0.183553
5861.64,1941.76,INNER_1,INNER_2,4.98861,4.98855,0.183553
5861.64,1941.76,INNER_2,BOTTOM_LAYER,4.98855,4.98854,0.183553
5861.64,2059.87,TOP_LAYER,INNER_1,4.98867,4.98867,0.0815871
5861.64,2059.87,INNER_1,INNER_2,4.98867,4.98864,0.0815871
5861.64,2059.87,INNER_2,BOTTOM_LAYER,4.98864,4.98864,0.0815871
5877.04,56.0321,TOP_LAYER,INNER_1,0.0146129,0.014612,0.0163403
5877.04,56.0321,INNER_1,INNER_2,0.014612,0.0146146,-0.0084489
5877.04,56.0321,INNER_2,BOTTOM_LAYER,0.0146146,0.0146137,0.014799
5877.04,410.363,TOP_LAYER,INNER_1,0.0145757,0.014575,0.0128443
5877.04,410.363,INNER_1,INNER_2,0.014575,0.0145723,0.00861564
5877.04,410.363,INNER_2,BOTTOM_LAYER,0.0145723,0.014572,0.00473272
5877.04,646.583,TOP_LAYER,INNER_1,0.0145402,0.014541,-0.0134916
5877.04,646.583,INNER_1,INNER_2,0.014541,0.0145496,-0.0280806
5877.04,646.583,INNER_2,BOTTOM_LAYER,0.0145496,0.0145547,-0.0904659
5877.04,882.804,TOP_LAYER,INNER_1,0.0144858,0.0144838,0.0360306
5877.04,882.804,INNER_1,INNER_2,0.0144838,0.0144762,0.0243833
5877.04,882.804,INNER_2,BOTTOM_LAYER,0.0144762,0.0144782,-0.0356884
5877.04,1000.91,TOP_LAYER,INNER_1,0.0144615,0.0144612,0.00518627
5877.04,1000.91,INNER_1,INNER_2,0.0144612,0.0144602,0.00318923
5877.04,1000.91,INNER_2,BOTTOM_LAYER,0.0144602,0.0144601,0.00114957
5877.04,2241.07,TOP_LAYER,INNER_1,5.00015,5.00015,-0.0106386
5877.04,2241.07,INNER_1,INNER_2,5.00015,5.00016,-0.0106386
5877.04,2241.07,INNER_2,BOTTOM_LAYER,5.00016,5.00016,-0.0106386
5877.04,2359.18,TOP_LAYER,INNER_1,5.00004,5.00005,-0.0719308
5877.04,2359.18,INNER_1,INNER_2,5.00005,5.00007,-0.0719308
5877.04,2359.18,INNER_2,BOTTOM_LAYER,5.00007,5.00007,-0.0719308
5877.04,2477.29,TOP_LAYER,INNER_1,4.99978,4.99981,-0.502142
5877.04,2477.29,INNER_1,INNER_2,4.99981,4.99996,-0.502142
5877.04,2477.29,INNER_2,BOTTOM_LAYER,4.99996,4.99999,-0.502142
5877.04,3953.67,TOP_LAYER,INNER_1,25.0503,25.0503,-0.377909
5877.04,3953.67,INNER_1,INNER_2,25.0503,25.0504,-0.377909
5877.04,3953.67,INNER_2,BOTTOM_LAYER,25.0504,25.0504,-0.377909
5877.04,4426.11,TOP_LAYER,INNER_1,25.0501,25.0501,0.025423
5877.04,4426.11,INNER_1,INNER_2,25.0501,25.0501,0.025423
5877.04,4426.11,INNER_2,BOTTOM_LAYER,25.0501,25.0501,0.025423
5891.17,1174.04,TOP_LAYER,INNER_1,4.9861,4.98611,-0.215468
5891.17,1174.04,INNER_1,INNER_2,4.98611,4.98618,-0.215468
5891.17,1174.04,INNER_2,BOTTOM_LAYER,4.98618,4.98619,-0.215468
5891.17,1292.15,TOP_LAYER,INNER_1,4.9866,4.9866,0.0185766
5891.17,1292.15,INNER_1,INNER_2,4.9866,4.9866,0.0185766
5891.17,1292.15,INNER_2,BOTTOM_LAYER,4.9866,4.9866,0.0185766
5891.17,1528.37,TOP_LAYER,INNER_1,4.98748,4.98749,-0.157456
5891.17,1528.37,INNER_1,INNER_2,4.98749,4.98754,-0.157456
5891.17,1528.37,INNER_2,BOTTOM_LAYER,4.98754,4.98755,-0.157456
5891.17,1764.59,TOP_LAYER,INNER_1,4.9882,4.9882,-0.0634309
5891.17,1764.59,INNER_1,INNER_2,4.9882,4.98822,-0.0634309
5891.17,1764.59,INNER_2,BOTTOM_LAYER,4.98822,4.98823,-0.0634309
5891.17,1882.7,TOP_LAYER,INNER_1,4.98851,4.9885,0.170469
5891.17,1882.7,INNER_1,INNER_2,4.9885,4.98845,0.170469
5891.17,1882.7,INNER_2,BOTTOM_LAYER,4.98845,4.98844,0.170469
5891.17,2118.92,TOP_LAYER,INNER_1,4.9887,4.9887,0.0713128
5891.17,2118.92,INNER_1,INNER_2,4.9887,4.98867,0.0713128
5891.17,2118.92,INNER_2,BOTTOM_LAYER,4.98867,4.98867,0.0713128
5906.56,469.418,TOP_LAYER,INNER_1,0.0145651,0.0145644,0.013145
5906.56,469.418,INNER_1,INNER_2,0.0145644,0.0145645,-0.000358185
5906.56,469.418,INNER_2,BOTTOM_LAYER,0.0145645,0.0145642,0.00503046
5906.56,941.859,TOP_LAYER,INNER_1,0.0144543,0.0144545,-0.0021381
5906.56,941.859,INNER_1,INNER_2,0.0144545,0.0144531,0.00433215
5906.56,941.859,INNER_2,BOTTOM_LAYER,0.0144531,0.0144532,-0.000823528
5906.56,2300.13,TOP_LAYER,INNER_1,5.00013,5.00013,-0.0205486
5906.56,2300.13,INNER_1,INNER_2,5.00013,5.00014,-0.0205486
5906.56,2300.13,INNER_2,BOTTOM_LAYER,5.00014,5.00014,-0.0205486
5906.56,2418.24,TOP_LAYER,INNER_1,4.99997,4.99998,-0.165206
5906.56,2418.24,INNER_1,INNER_2,4.99998,5.00003,-0.165206
5906.56,2418.24,INNER_2,BOTTOM_LAYER,5.00003,5.00004,-0.165206
5906.56,2713.51,TOP_LAYER,INNER_1,0.0135056,0.013509,-0.0604647
5906.56,2713.51,INNER_1,INNER_2,0.013509,0.0135277,-0.0605284
5906.56,2713.51,INNER_2,BOTTOM_LAYER,0.0135277,0.0135281,-0.00758434
5906.56,4367.05,TOP_LAYER,INNER_1,25.0506,25.0506,0.0716002
5906.56,4367.05,INNER_1,INNER_2,25.0506,25.0506,0.0716002
5906.56,4367.05,INNER_2,BOTTOM_LAYER,25.0506,25.0506,0.0716002
5906.56,4485.16,TOP_LAYER,INNER_1,25.05,25.05,0.0172058
5906.56,4485.16,INNER_1,INNER_2,25.05,25.05,0.0172058
5906.56,4485.16,INNER_2,BOTTOM_LAYER,25.05,25.05,0.0172058
5920.7,1114.98,TOP_LAYER,INNER_1,4.98561,4.98567,-1.0263
5920.7,1114.98,INNER_1,INNER_2,4.98567,4.98599,-1.0263
5920.7,1114.98,INNER_2,BOTTOM_LAYER,4.98599,4.98604,-1.0263
5920.7,1233.09,TOP_LAYER,INNER_1,4.98626,4.98628,-0.331084
5920.7,1233.09,INNER_1,INNER_2,4.98628,4.98638,-0.331084
