x,y,layer1,layer2,voltage1,voltage2,current
1625.07,56.0321,TOP_LAYER,INNER_1,0.0157771,0.0157771,0.000663103
1625.07,56.0321,INNER_1,INNER_2,0.0157771,0.0157768,0.0008941
1625.07,56.0321,INNER_2,BOTTOM_LAYER,0.0157768,0.0157768,-6.02955e-06
1625.07,174.142,TOP_LAYER,INNER_1,0.0157767,0.0157766,0.000722769
1625.07,174.142,INNER_1,INNER_2,0.0157766,0.0157763,0.00116595
1625.07,174.142,INNER_2,BOTTOM_LAYER,0.0157763,0.0157763,-0.00139916
1625.07,292.253,TOP_LAYER,INNER_1,0.0157769,0.0157769,0.000866071
1625.07,292.253,INNER_1,INNER_2,0.0157769,0.0157764,0.00156795
1625.07,292.253,INNER_2,BOTTOM_LAYER,0.0157764,0.0157765,-0.00280298
1625.07,410.363,TOP_LAYER,INNER_1,0.0157797,0.0157797,0.00122268
1625.07,410.363,INNER_1,INNER_2,0.0157797,0.0157792,0.00160182
1625.07,410.363,INNER_2,BOTTOM_LAYER,0.0157792,0.0157793,-0.00127122
1625.07,528.473,TOP_LAYER,INNER_1,0.015783,0.015783,0.00118535
1625.07,528.473,INNER_1,INNER_2,0.015783,0.0157824,0.00165078
1625.07,528.473,INNER_2,BOTTOM_LAYER,0.0157824,0.0157825,-0.000734235
1625.07,764.693,TOP_LAYER,INNER_1,0.0157933,0.0157933,0.000206914
1625.07,764.693,INNER_1,INNER_2,0.0157933,0.0157932,0.000236079
1625.07,764.693,INNER_2,BOTTOM_LAYER,0.0157932,0.0157931,0.00084783
1625.07,882.804,TOP_LAYER,INNER_1,0.0158037,0.0158036,0.00190796
1625.07,882.804,INNER_1,INNER_2,0.0158036,0.0158029,0.00237451
1625.07,882.804,INNER_2,BOTTOM_LAYER,0.0158029,0.0158028,0.000793593
1625.07,1237.13,TOP_LAYER,INNER_1,0.0158328,0.0158328,-0.00108826
1625.07,1237.13,INNER_1,INNER_2,0.0158328,0.0158337,-0.0026184
1625.07,1237.13,INNER_2,BOTTOM_LAYER,0.0158337,0.0158329,0.0136184
1625.07,1355.24,TOP_LAYER,INNER_1,0.0158188,0.0158188,-0.00024623
1625.07,1355.24,INNER_1,INNER_2,0.0158188,0.0158189,-0.000331016
1625.07,1355.24,INNER_2,BOTTOM_LAYER,0.0158189,0.015819,-0.00151559
1625.07,1473.35,TOP_LAYER,INNER_1,0.0157998,0.0157999,-0.00241495
1625.07,1473.35,INNER_1,INNER_2,0.0157999,0.0158009,-0.00318131
1625.07,1473.35,INNER_2,BOTTOM_LAYER,0.0158009,0.0158018,-0.0163186
1625.07,1709.57,TOP_LAYER,INNER_1,0.0157594,0.0157587,0.0124138
1625.07,1709.57,INNER_1,INNER_2,0.0157587,0.0157521,0.0213954
1625.07,1709.57,INNER_2,BOTTOM_LAYER,0.0157521,0.0157512,0.0164347
1625.07,1827.69,TOP_LAYER,INNER_1,0.0157467,0.0157464,0.00482839
1625.07,1827.69,INNER_1,INNER_2,0.0157464,0.0157438,0.00829234
1625.07,1827.69,INNER_2,BOTTOM_LAYER,0.0157438,0.0157446,-0.0141136
1625.07,1945.8,TOP_LAYER,INNER_1,0.0157364,0.0157362,0.002804
1625.07,1945.8,INNER_1,INNER_2,0.0157362,0.015734,0.00719504
1625.07,1945.8,INNER_2,BOTTOM_LAYER,0.015734,0.0157352,-0.0209189
1625.07,3363.12,TOP_LAYER,INNER_1,0.015189,0.0151903,-0.0235957
1625.07,3363.12,INNER_1,INNER_2,0.0151903,0.0152009,-0.0342838
1625.07,3363.12,INNER_2,BOTTOM_LAYER,0.0152009,0.0152085,-0.135776
1625.07,3717.45,TOP_LAYER,INNER_1,0.0151267,0.0151262,0.00893188
1625.07,3717.45,INNER_1,INNER_2,0.0151262,0.0151066,0.0636508
1625.07,3717.45,INNER_2,BOTTOM_LAYER,0.0151066,0.015102,0.0821511
1625.07,4426.11,TOP_LAYER,INNER_1,0.0152715,0.0152705,0.018561
1625.07,4426.11,INNER_1,INNER_2,0.0152705,0.0152722,-0.0057061
1625.07,4426.11,INNER_2,BOTTOM_LAYER,0.0152722,0.0152756,-0.0598824
1625.07,2953.67,TOP_LAYER,INNER_1,25.157,25.157,0.0167439
1625.07,2953.67,INNER_1,INNER_2,25.157,25.157,0.0167439
1625.07,2953.67,INNER_2,BOTTOM_LAYER,25.157,25.157,0.0167439
1625.07,3071.78,TOP_LAYER,INNER_1,25.1572,25.1572,0.0337238
1625.07,3071.78,INNER_1,INNER_2,25.1572,25.1572,0.0337238
1625.07,3071.78,INNER_2,BOTTOM_LAYER,25.1572,25.1572,0.0337238
1625.07,3189.89,TOP_LAYER,INNER_1,25.1574,25.1574,0.0386712
1625.07,3189.89,INNER_1,INNER_2,25.1574,25.1573,0.0386712
1625.07,3189.89,INNER_2,BOTTOM_LAYER,25.1573,25.1573,0.0386712
1632.94,4134.77,TOP_LAYER,INNER_1,7.39481,7.39481,-0.00876493
1632.94,4134.77,INNER_1,INNER_2,7.39481,7.39481,-0.00876493
1632.94,4134.77,INNER_2,BOTTOM_LAYER,7.39481,7.39481,-0.00876493
1632.94,4252.88,TOP_LAYER,INNER_1,7.39491,7.39491,-0.00350546
1632.94,4252.88,INNER_1,INNER_2,7.39491,7.39491,-0.00350546
1632.94,4252.88,INNER_2,BOTTOM_LAYER,7.39491,7.39491,-0.00350546
1638.85,2130.84,TOP_LAYER,INNER_1,25.1554,25.1554,-0.133686
1638.85,2130.84,INNER_1,INNER_2,25.1554,25.1554,-0.133686
1638.85,2130.84,INNER_2,BOTTOM_LAYER,25.1554,25.1555,-0.133686
1638.85,2248.95,TOP_LAYER,INNER_1,25.1561,25.1561,-0.196854
1638.85,2248.95,INNER_1,INNER_2,25.1561,25.1561,-0.196854
1638.85,2248.95,INNER_2,BOTTOM_LAYER,25.1561,25.1562,-0.196854
1638.85,2367.06,TOP_LAYER,INNER_1,25.1569,25.1569,-0.11747
1638.85,2367.06,INNER_1,INNER_2,25.1569,25.157,-0.11747
1638.85,2367.06,INNER_2,BOTTOM_LAYER,25.157,25.157,-0.11747
1638.85,2485.17,TOP_LAYER,INNER_1,25.1579,25.1579,-0.0157822
1638.85,2485.17,INNER_1,INNER_2,25.1579,25.1579,-0.0157822
1638.85,2485.17,INNER_2,BOTTOM_LAYER,25.1579,25.1579,-0.0157822
1638.85,2603.28,TOP_LAYER,INNER_1,25.1588,25.1588,0.0674895
1638.85,2603.28,INNER_1,INNER_2,25.1588,25.1588,0.0674895
1638.85,2603.28,INNER_2,BOTTOM_LAYER,25.1588,25.1588,0.0674895
1638.85,2721.39,TOP_LAYER,INNER_1,25.1596,25.1596,0.0615412
1638.85,2721.39,INNER_1,INNER_2,25.1596,25.1596,0.0615412
1638.85,2721.39,INNER_2,BOTTOM_LAYER,25.1596,25.1596,0.0615412
1654.6,115.087,TOP_LAYER,INNER_1,0.0157766,0.0157765,0.000861601
1654.6,115.087,INNER_1,INNER_2,0.0157765,0.0157762,0.00105862
1654.6,115.087,INNER_2,BOTTOM_LAYER,0.0157762,0.0157761,0.00158431
1654.6,233.197,TOP_LAYER,INNER_1,0.0157756,0.0157756,0.000320438
1654.6,233.197,INNER_1,INNER_2,0.0157756,0.0157754,0.000412204
1654.6,233.197,INNER_2,BOTTOM_LAYER,0.0157754,0.0157754,0.00155309
1654.6,351.308,TOP_LAYER,INNER_1,0.0157776,0.0157775,0.00102035
1654.6,351.308,INNER_1,INNER_2,0.0157775,0.0157772,0.000960053
1654.6,351.308,INNER_2,BOTTOM_LAYER,0.0157772,0.0157771,0.0028769
1654.6,469.418,TOP_LAYER,INNER_1,0.0157815,0.0157814,0.00192515
1654.6,469.418,INNER_1,INNER_2,0.0157814,0.0157808,0.0018417
1654.6,469.418,INNER_2,BOTTOM_LAYER,0.0157808,0.0157806,0.00308862
1654.6,705.638,TOP_LAYER,INNER_1,0.0157891,0.0157891,0.000773206
1654.6,705.638,INNER_1,INNER_2,0.0157891,0.0157887,0.00119922
1654.6,705.638,INNER_2,BOTTOM_LAYER,0.0157887,0.0157888,-0.00115677
1654.6,823.748,TOP_LAYER,INNER_1,0.0157987,0.0157986,0.00276104
1654.6,823.748,INNER_1,INNER_2,0.0157986,0.0157975,0.0035637
1654.6,823.748,INNER_2,BOTTOM_LAYER,0.0157975,0.0157976,-0.00198954
1654.6,1059.97,TOP_LAYER,INNER_1,0.0158299,0.0158296,0.00536228
1654.6,1059.97,INNER_1,INNER_2,0.0158296,0.0158275,0.00691066
1654.6,1059.97,INNER_2,BOTTOM_LAYER,0.0158275,0.0158278,-0.00633854
1654.6,1178.08,TOP_LAYER,INNER_1,0.0158427,0.0158425,0.00273992
1654.6,1178.08,INNER_1,INNER_2,0.0158425,0.015842,0.00171018
1654.6,1178.08,INNER_2,BOTTOM_LAYER,0.015842,0.0158411,0.0163513
1654.6,1296.19,TOP_LAYER,INNER_1,0.0158292,0.0158292,6.65447e-05
1654.6,1296.19,INNER_1,INNER_2,0.0158292,0.0158292,-0.000225455
1654.6,1296.19,INNER_2,BOTTOM_LAYER,0.0158292,0.015829,0.00364856
1654.6,1414.3,TOP_LAYER,INNER_1,0.0158071,0.0158074,-0.00563309
1654.6,1414.3,INNER_1,INNER_2,0.0158074,0.0158102,-0.00893992
1654.6,1414.3,INNER_2,BOTTOM_LAYER,0.0158102,0.0158102,0.000115054
1654.6,1650.52,TOP_LAYER,INNER_1,0.0157604,0.0157602,0.00527337
1654.6,1650.52,INNER_1,INNER_2,0.0157602,0.0157576,0.0081708
1654.6,1650.52,INNER_2,BOTTOM_LAYER,0.0157576,0.0157554,0.0394573
1654.6,1768.63,TOP_LAYER,INNER_1,0.0157457,0.0157457,0.000468861
1654.6,1768.63,INNER_1,INNER_2,0.0157457,0.0157456,0.000226072
1654.6,1768.63,INNER_2,BOTTOM_LAYER,0.0157456,0.0157451,0.00980699
1654.6,1886.74,TOP_LAYER,INNER_1,0.015734,0.0157342,-0.00229822
1654.6,1886.74,INNER_1,INNER_2,0.0157342,0.0157354,-0.00390575
1654.6,1886.74,INNER_2,BOTTOM_LAYER,0.0157354,0.0157348,0.0093427
1654.6,2004.85,TOP_LAYER,INNER_1,0.0157205,0.0157212,-0.011275
1654.6,2004.85,INNER_1,INNER_2,0.0157212,0.0157234,-0.00735582
1654.6,2004.85,INNER_2,BOTTOM_LAYER,0.0157234,0.015723,0.00868584
1654.6,3540.28,TOP_LAYER,INNER_1,0.0151375,0.0151368,0.0132489
1654.6,3540.28,INNER_1,INNER_2,0.0151368,0.0151268,0.0324302
1654.6,3540.28,INNER_2,BOTTOM_LAYER,0.0151268,0.0151198,0.123844
1654.6,3776.5,TOP_LAYER,INNER_1,0.0150968,0.0150972,-0.00795392
1654.6,3776.5,INNER_1,INNER_2,0.0150972,0.015097,0.000801668
1654.6,3776.5,INNER_2,BOTTOM_LAYER,0.015097,0.0150957,0.0223176
1654.6,3894.61,TOP_LAYER,INNER_1,0.0150737,0.0150767,-0.0536774
1654.6,3894.61,INNER_1,INNER_2,0.0150767,0.0150733,0.0112696
1654.6,3894.61,INNER_2,BOTTOM_LAYER,0.0150733,0.0150688,0.0787951
1654.6,4485.16,TOP_LAYER,INNER_1,0.0152407,0.0152345,0.109433
1654.6,4485.16,INNER_1,INNER_2,0.0152345,0.0152475,-0.0420504
1654.6,4485.16,INNER_2,BOTTOM_LAYER,0.0152475,0.015252,-0.0800576
1654.6,2894.62,TOP_LAYER,INNER_1,25.1578,25.1578,-0.00193257
1654.6,2894.62,INNER_1,INNER_2,25.1578,25.1578,-0.00193257
1654.6,2894.62,INNER_2,BOTTOM_LAYER,25.1578,25.1578,-0.00193257
1654.6,3012.73,TOP_LAYER,INNER_1,25.1578,25.1578,0.0347971
1654.6,3012.73,INNER_1,INNER_2,25.1578,25.1578,0.0347971
1654.6,3012.73,INNER_2,BOTTOM_LAYER,25.1578,25.1578,0.0347971
1654.6,3248.95,TOP_LAYER,INNER_1,25.1581,25.1581,0.0497974
1654.6,3248.95,INNER_1,INNER_2,25.1581,25.1581,0.0497974
1654.6,3248.95,INNER_2,BOTTOM_LAYER,25.1581,25.1581,0.0497974
1662.47,4075.72,TOP_LAYER,INNER_1,7.39484,7.39484,-0.00863648
1662.47,4075.72,INNER_1,INNER_2,7.39484,7.39484,-0.00863648
1662.47,4075.72,INNER_2,BOTTOM_LAYER,7.39484,7.39484,-0.00863648
1662.47,4193.83,TOP_LAYER,INNER_1,7.39492,7.39492,-0.002398
1662.47,4193.83,INNER_1,INNER_2,7.39492,7.39492,-0.002398
1662.47,4193.83,INNER_2,BOTTOM_LAYER,7.39492,7.39492,-0.002398
1662.47,4311.94,TOP_LAYER,INNER_1,7.395,7.395,-0.00113533
1662.47,4311.94,INNER_1,INNER_2,7.395,7.395,-0.00113533
1662.47,4311.94,INNER_2,BOTTOM_LAYER,7.395,7.395,-0.00113533
1668.38,2189.89,TOP_LAYER,INNER_1,25.1561,25.1561,0.208546
1668.38,2189.89,INNER_1,INNER_2,25.1561,25.156,0.208546
1668.38,2189.89,INNER_2,BOTTOM_LAYER,25.156,25.156,0.208546
1668.38,2308,TOP_LAYER,INNER_1,25.157,25.1569,0.283956
1668.38,2308,INNER_1,INNER_2,25.1569,25.1569,0.283956
1668.38,2308,INNER_2,BOTTOM_LAYER,25.1569,25.1568,0.283956
1668.38,2426.11,TOP_LAYER,INNER_1,25.1577,25.1577,-0.0753908
1668.38,2426.11,INNER_1,INNER_2,25.1577,25.1577,-0.0753908
1668.38,2426.11,INNER_2,BOTTOM_LAYER,25.1577,25.1577,-0.0753908
1668.38,2544.22,TOP_LAYER,INNER_1,25.1586,25.1586,0.000372396
1668.38,2544.22,INNER_1,INNER_2,25.1586,25.1586,0.000372396
1668.38,2544.22,INNER_2,BOTTOM_LAYER,25.1586,25.1586,0.000372396
1668.38,2780.44,TOP_LAYER,INNER_1,25.1602,25.1602,0.18586
1668.38,2780.44,INNER_1,INNER_2,25.1602,25.1602,0.18586
1668.38,2780.44,INNER_2,BOTTOM_LAYER,25.1602,25.1601,0.18586
1684.12,174.142,TOP_LAYER,INNER_1,0.0157756,0.0157755,0.00132798
1684.12,174.142,INNER_1,INNER_2,0.0157755,0.015775,0.00170932
1684.12,174.142,INNER_2,BOTTOM_LAYER,0.015775,0.0157749,0.00231879
1684.12,292.253,TOP_LAYER,INNER_1,0.0157741,0.0157741,0.000254728
1684.12,292.253,INNER_1,INNER_2,0.0157741,0.0157738,0.000670852
1684.12,292.253,INNER_2,BOTTOM_LAYER,0.0157738,0.0157737,0.00323764
1684.12,646.583,TOP_LAYER,INNER_1,0.0157835,0.0157835,0.000351602
1684.12,646.583,INNER_1,INNER_2,0.0157835,0.0157835,5.69844e-05
1684.12,646.583,INNER_2,BOTTOM_LAYER,0.0157835,0.0157832,0.00464392
1684.12,764.693,TOP_LAYER,INNER_1,0.01579,0.01579,-7.45124e-05
1684.12,764.693,INNER_1,INNER_2,0.01579,0.0157903,-0.000747669
1684.12,764.693,INNER_2,BOTTOM_LAYER,0.0157903,0.0157899,0.00647871
1684.12,1000.91,TOP_LAYER,INNER_1,0.0158258,0.0158254,0.00712157
1684.12,1000.91,INNER_1,INNER_2,0.0158254,0.0158234,0.00630496
1684.12,1000.91,INNER_2,BOTTOM_LAYER,0.0158234,0.0158232,0.00436678
1684.12,1237.13,TOP_LAYER,INNER_1,0.0158504,0.0158499,0.00888218
1684.12,1237.13,INNER_1,INNER_2,0.0158499,0.0158459,0.0131386
1684.12,1237.13,INNER_2,BOTTOM_LAYER,0.0158459,0.0158463,-0.00789503
1684.12,1355.24,TOP_LAYER,INNER_1,0.0158252,0.0158251,0.00139377
1684.12,1355.24,INNER_1,INNER_2,0.0158251,0.0158243,0.00272744
1684.12,1355.24,INNER_2,BOTTOM_LAYER,0.0158243,0.015825,-0.0142241
1684.12,1473.35,TOP_LAYER,INNER_1,0.0157976,0.015798,-0.00623039
1684.12,1473.35,INNER_1,INNER_2,0.015798,0.0158011,-0.0101044
1684.12,1473.35,INNER_2,BOTTOM_LAYER,0.0158011,0.0158036,-0.0444605
1684.12,1709.57,TOP_LAYER,INNER_1,0.0157493,0.0157491,0.004242
1684.12,1709.57,INNER_1,INNER_2,0.0157491,0.0157472,0.00627991
1684.12,1709.57,INNER_2,BOTTOM_LAYER,0.0157472,0.0157469,0.0048558
1684.12,1827.69,TOP_LAYER,INNER_1,0.0157363,0.0157363,-4.61601e-06
1684.12,1827.69,INNER_1,INNER_2,0.0157363,0.0157363,5.56687e-05
1684.12,1827.69,INNER_2,BOTTOM_LAYER,0.0157363,0.0157362,0.000682531
1684.12,1945.8,TOP_LAYER,INNER_1,0.0157233,0.0157233,-0.00146879
1684.12,1945.8,INNER_1,INNER_2,0.0157233,0.0157239,-0.00197674
1684.12,1945.8,INNER_2,BOTTOM_LAYER,0.0157239,0.0157239,0.000661618
1684.12,3481.23,TOP_LAYER,INNER_1,0.0151274,0.0151263,0.0193136
1684.12,3481.23,INNER_1,INNER_2,0.0151263,0.0151157,0.0345533
1684.12,3481.23,INNER_2,BOTTOM_LAYER,0.0151157,0.01511,0.100526
1684.12,3717.45,TOP_LAYER,INNER_1,0.0150918,0.0150915,0.00475514
1684.12,3717.45,INNER_1,INNER_2,0.0150915,0.0150882,0.0105728
1684.12,3717.45,INNER_2,BOTTOM_LAYER,0.0150882,0.0150867,0.0264116
1684.12,3835.56,TOP_LAYER,INNER_1,0.0150729,0.015073,-0.00077839
1684.12,3835.56,INNER_1,INNER_2,0.015073,0.0150721,0.00282371
1684.12,3835.56,INNER_2,BOTTOM_LAYER,0.0150721,0.0150715,0.0113968
1684.12,3953.67,TOP_LAYER,INNER_1,0.0150534,0.0150536,-0.00377847
1684.12,3953.67,INNER_1,INNER_2,0.0150536,0.0150486,0.0162632
1684.12,3953.67,INNER_2,BOTTOM_LAYER,0.0150486,0.0150487,-0.0011899
1684.13,2953.67,TOP_LAYER,INNER_1,25.1585,25.1585,0.0136974
1684.13,2953.67,INNER_1,INNER_2,25.1585,25.1585,0.0136974
1684.13,2953.67,INNER_2,BOTTOM_LAYER,25.1585,25.1585,0.0136974
1692,4134.77,TOP_LAYER,INNER_1,7.39487,7.39487,-0.00461071
1692,4134.77,INNER_1,INNER_2,7.39487,7.39487,-0.00461071
1692,4134.77,INNER_2,BOTTOM_LAYER,7.39487,7.39487,-0.00461071
1692,4252.88,TOP_LAYER,INNER_1,7.39495,7.39495,-0.00162899
1692,4252.88,INNER_1,INNER_2,7.39495,7.39495,-0.00162899
1692,4252.88,INNER_2,BOTTOM_LAYER,7.39495,7.39495,-0.00162899
1697.9,2248.95,TOP_LAYER,INNER_1,25.1568,25.1568,-0.214154
1697.9,2248.95,INNER_1,INNER_2,25.1568,25.1568,-0.214154
1697.9,2248.95,INNER_2,BOTTOM_LAYER,25.1568,25.1569,-0.214154
1697.9,2367.06,TOP_LAYER,INNER_1,25.1577,25.1577,-0.156238
1697.9,2367.06,INNER_1,INNER_2,25.1577,25.1578,-0.156238
1697.9,2367.06,INNER_2,BOTTOM_LAYER,25.1578,25.1578,-0.156238
1697.9,2485.17,TOP_LAYER,INNER_1,25.1587,25.1587,-0.0722204
1697.9,2485.17,INNER_1,INNER_2,25.1587,25.1587,-0.0722204
1697.9,2485.17,INNER_2,BOTTOM_LAYER,25.1587,25.1587,-0.0722204
1713.65,115.087,TOP_LAYER,INNER_1,0.0157768,0.0157766,0.00379452
1713.65,115.087,INNER_1,INNER_2,0.0157766,0.0157752,0.00459999
1713.65,115.087,INNER_2,BOTTOM_LAYER,0.0157752,0.015775,0.00434834
1713.65,233.197,TOP_LAYER,INNER_1,0.0157725,0.0157724,0.00132814
1713.65,233.197,INNER_1,INNER_2,0.0157724,0.0157719,0.0017442
1713.65,233.197,INNER_2,BOTTOM_LAYER,0.0157719,0.0157717,0.00283663
1713.65,587.528,TOP_LAYER,INNER_1,0.0157808,0.0157806,0.00213492
1713.65,587.528,INNER_1,INNER_2,0.0157806,0.0157798,0.00259212
1713.65,587.528,INNER_2,BOTTOM_LAYER,0.0157798,0.0157797,0.00211128
1713.65,705.638,TOP_LAYER,INNER_1,0.0157846,0.0157845,0.00106357
1713.65,705.638,INNER_1,INNER_2,0.0157845,0.015784,0.00152089
1713.65,705.638,INNER_2,BOTTOM_LAYER,0.015784,0.015784,2.15783e-05
1713.65,823.748,TOP_LAYER,INNER_1,0.015796,0.0157956,0.00665723
1713.65,823.748,INNER_1,INNER_2,0.0157956,0.0157937,0.00628077
1713.65,823.748,INNER_2,BOTTOM_LAYER,0.0157937,0.0157938,-0.00217194
1713.65,1178.08,TOP_LAYER,INNER_1,0.0158732,0.0158722,0.0184968
1713.65,1178.08,INNER_1,INNER_2,0.0158722,0.0158651,0.0230734
1713.65,1178.08,INNER_2,BOTTOM_LAYER,0.0158651,0.0158641,0.0172486
1713.65,1296.19,TOP_LAYER,INNER_1,0.0158409,0.0158409,0.00133217
1713.65,1296.19,INNER_1,INNER_2,0.0158409,0.0158406,0.00105032
1713.65,1296.19,INNER_2,BOTTOM_LAYER,0.0158406,0.0158401,0.00871994
1713.65,1414.3,TOP_LAYER,INNER_1,0.015807,0.0158077,-0.0112623
1713.65,1414.3,INNER_1,INNER_2,0.0158077,0.0158136,-0.0192821
1713.65,1414.3,INNER_2,BOTTOM_LAYER,0.0158136,0.0158147,-0.0201477
1713.65,1650.52,TOP_LAYER,INNER_1,0.0157497,0.0157496,0.00270754
1713.65,1650.52,INNER_1,INNER_2,0.0157496,0.0157485,0.00339573
1713.65,1650.52,INNER_2,BOTTOM_LAYER,0.0157485,0.0157474,0.019141
1713.65,1768.63,TOP_LAYER,INNER_1,0.0157351,0.0157352,-0.00178569
1713.65,1768.63,INNER_1,INNER_2,0.0157352,0.0157361,-0.00289032
1713.65,1768.63,INNER_2,BOTTOM_LAYER,0.0157361,0.0157357,0.00779882
1713.65,1886.74,TOP_LAYER,INNER_1,0.0157217,0.0157219,-0.00442782
1713.65,1886.74,INNER_1,INNER_2,0.0157219,0.0157243,-0.00750133
1713.65,1886.74,INNER_2,BOTTOM_LAYER,0.0157243,0.0157234,0.0155836
1713.65,2004.85,TOP_LAYER,INNER_1,0.0157061,0.0157064,-0.00542021
1713.65,2004.85,INNER_1,INNER_2,0.0157064,0.0157091,-0.00855428
1713.65,2004.85,INNER_2,BOTTOM_LAYER,0.0157091,0.0157082,0.0165474
1713.65,3540.28,TOP_LAYER,INNER_1,0.0150999,0.0151001,-0.00371292
1713.65,3540.28,INNER_1,INNER_2,0.0151001,0.0151023,-0.00700193
1713.65,3540.28,INNER_2,BOTTOM_LAYER,0.0151023,0.0151036,-0.0233592
1713.65,3776.5,TOP_LAYER,INNER_1,0.0150643,0.0150645,-0.00337717
1713.65,3776.5,INNER_1,INNER_2,0.0150645,0.0150668,-0.00728131
1713.65,3776.5,INNER_2,BOTTOM_LAYER,0.0150668,0.0150667,0.00180347
1713.65,3894.61,TOP_LAYER,INNER_1,0.0150485,0.0150487,-0.00295275
1713.65,3894.61,INNER_1,INNER_2,0.0150487,0.0150519,-0.010282
1713.65,3894.61,INNER_2,BOTTOM_LAYER,0.0150519,0.0150525,-0.0112452
1713.65,4012.72,TOP_LAYER,INNER_1,0.0150402,0.0150406,-0.00595003
1713.65,4012.72,INNER_1,INNER_2,0.0150406,0.0150385,0.00671708
1713.65,4012.72,INNER_2,BOTTOM_LAYER,0.0150385,0.0150385,-7.24395e-05
1713.65,4485.16,TOP_LAYER,INNER_1,0.0151999,0.0151848,0.269117
1713.65,4485.16,INNER_1,INNER_2,0.0151848,0.0152169,-0.104482
1713.65,4485.16,INNER_2,BOTTOM_LAYER,0.0152169,0.0152304,-0.239881
1713.65,2894.62,TOP_LAYER,INNER_1,25.1592,25.1592,0.00371036
1713.65,2894.62,INNER_1,INNER_2,25.1592,25.1592,0.00371036
1713.65,2894.62,INNER_2,BOTTOM_LAYER,25.1592,25.1592,0.00371036
1713.65,3012.73,TOP_LAYER,INNER_1,25.1591,25.1591,0.0692302
1713.65,3012.73,INNER_1,INNER_2,25.1591,25.1591,0.0692302
1713.65,3012.73,INNER_2,BOTTOM_LAYER,25.1591,25.1591,0.0692302
1713.65,3248.95,TOP_LAYER,INNER_1,25.1589,25.1589,0.0918778
1713.65,3248.95,INNER_1,INNER_2,25.1589,25.1589,0.0918778
1713.65,3248.95,INNER_2,BOTTOM_LAYER,25.1589,25.1589,0.0918778
1721.53,4075.72,TOP_LAYER,INNER_1,7.39491,7.39491,-0.00412864
1721.53,4075.72,INNER_1,INNER_2,7.39491,7.39491,-0.00412864
1721.53,4075.72,INNER_2,BOTTOM_LAYER,7.39491,7.39491,-0.00412864
1721.53,4193.83,TOP_LAYER,INNER_1,7.39497,7.39497,-0.00128545
1721.53,4193.83,INNER_1,INNER_2,7.39497,7.39497,-0.00128545
1721.53,4193.83,INNER_2,BOTTOM_LAYER,7.39497,7.39497,-0.00128545
1721.53,4311.94,TOP_LAYER,INNER_1,7.39504,7.39504,-0.000579488
1721.53,4311.94,INNER_1,INNER_2,7.39504,7.39504,-0.000579488
1721.53,4311.94,INNER_2,BOTTOM_LAYER,7.39504,7.39504,-0.000579488
1727.43,2189.89,TOP_LAYER,INNER_1,25.1564,25.1564,0.293175
1727.43,2189.89,INNER_1,INNER_2,25.1564,25.1563,0.293175
1727.43,2189.89,INNER_2,BOTTOM_LAYER,25.1563,25.1563,0.293175
1727.43,2308,TOP_LAYER,INNER_1,25.1573,25.1573,0.310228
1727.43,2308,INNER_1,INNER_2,25.1573,25.1572,0.310228
1727.43,2308,INNER_2,BOTTOM_LAYER,25.1572,25.1572,0.310228
1727.43,2426.11,TOP_LAYER,INNER_1,25.1581,25.1581,-0.0988141
1727.43,2426.11,INNER_1,INNER_2,25.1581,25.1581,-0.0988141
1727.43,2426.11,INNER_2,BOTTOM_LAYER,25.1581,25.1581,-0.0988141
1727.43,2544.22,TOP_LAYER,INNER_1,25.159,25.159,-0.0491314
1727.43,2544.22,INNER_1,INNER_2,25.159,25.159,-0.0491314
1727.43,2544.22,INNER_2,BOTTOM_LAYER,25.159,25.159,-0.0491314
1743.18,174.142,TOP_LAYER,INNER_1,0.0157753,0.0157751,0.00328452
1743.18,174.142,INNER_1,INNER_2,0.0157751,0.0157737,0.0045658
1743.18,174.142,INNER_2,BOTTOM_LAYER,0.0157737,0.0157737,0.000379652
1743.18,292.253,TOP_LAYER,INNER_1,0.0157719,0.0157718,0.00205864
1743.18,292.253,INNER_1,INNER_2,0.0157718,0.0157704,0.00442548
1743.18,292.253,INNER_2,BOTTOM_LAYER,0.0157704,0.0157707,-0.00559255
1743.18,646.583,TOP_LAYER,INNER_1,0.0157812,0.0157811,0.00213189
1743.18,646.583,INNER_1,INNER_2,0.0157811,0.01578,0.00343249
1743.18,646.583,INNER_2,BOTTOM_LAYER,0.01578,0.0157802,-0.00445662
1743.18,764.693,TOP_LAYER,INNER_1,0.0157875,0.0157874,0.00167037
1743.18,764.693,INNER_1,INNER_2,0.0157874,0.0157867,0.00214919
1743.18,764.693,INNER_2,BOTTOM_LAYER,0.0157867,0.0157867,1.32626e-06
1743.18,1237.13,TOP_LAYER,INNER_1,0.0158648,0.0158641,0.0115266
1743.18,1237.13,INNER_1,INNER_2,0.0158641,0.0158599,0.013818
1743.18,1237.13,INNER_2,BOTTOM_LAYER,0.0158599,0.0158586,0.0231148
1743.18,1355.24,TOP_LAYER,INNER_1,0.0158286,0.0158286,-0.000179575
1743.18,1355.24,INNER_1,INNER_2,0.0158286,0.0158287,-0.000261505
1743.18,1355.24,INNER_2,BOTTOM_LAYER,0.0158287,0.0158294,-0.0140233
1743.18,1591.46,TOP_LAYER,INNER_1,0.0157629,0.0157619,0.0170867
